,ASVid,Kingdom,Phylum,Class,Order,Family,Genus,Species
808,ASV_808,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,NA
809,ASV_809,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
810,ASV_810,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,NA,NA
811,ASV_811,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus,NA
812,ASV_812,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
813,ASV_813,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
814,ASV_814,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
815,ASV_815,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Helcococcus,NA
816,ASV_816,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA
817,ASV_817,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,NA
818,ASV_818,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA
819,ASV_819,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
820,ASV_820,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
821,ASV_821,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
822,ASV_822,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,NA,NA
823,ASV_823,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus,NA
824,ASV_824,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus,NA
825,ASV_825,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,NA,NA
826,ASV_826,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_6,NA
827,ASV_827,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
828,ASV_828,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_6,NA
829,ASV_829,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,NA,NA
830,ASV_830,Bacteria,Proteobacteria,Epsilonproteobacteria,NA,NA,NA,NA
831,ASV_831,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_6,NA
832,ASV_832,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,NA,NA
833,ASV_833,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_6,NA
834,ASV_834,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
835,ASV_835,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,NA
836,ASV_836,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,NA
837,ASV_837,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella,NA
838,ASV_838,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella,NA
839,ASV_839,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,NA
840,ASV_840,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,NA
841,ASV_841,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus,NA
842,ASV_842,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia,NA
843,ASV_843,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus,NA
844,ASV_844,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia,NA
845,ASV_845,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA
846,ASV_846,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus,NA
847,ASV_847,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
848,ASV_848,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopobacter,NA
849,ASV_849,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
850,ASV_850,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia,NA
851,ASV_851,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,NA
852,ASV_852,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,NA
853,ASV_853,Bacteria,NA,NA,NA,NA,NA,NA
854,ASV_854,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,NA
855,ASV_855,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
856,ASV_856,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
857,ASV_857,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
858,ASV_858,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,NA
859,ASV_859,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
860,ASV_860,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
861,ASV_861,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA,NA
862,ASV_862,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
863,ASV_863,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
864,ASV_864,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
